,Wskaźnik cen konsumenta CPI (% r/r),    Ceny żywności (% r/r),    Ceny energii (% r/r),    Wskaźnik cen inflacji bazowej po wyłączeniu cen żywności i energii (% r/r),PKB (% r/r),    Popyt krajowy (% r/r),        Spożycie indywidualne (% r/r),        Spożycie zbiorowe (% r/r),        Nakłady inwestycyjne (% r/r),    Wkład eksportu netto (pkt. proc. r/r),        Eksport (% r/r),        Import (% r/r),Płace brutto (% r/r),Liczba pracujących (% r/r),Stopa bezrobocia (%),NAWRU (%),Stopa aktywności zawodowej (%),Wydajność pracy (% r/r),Jednostkowe koszty pracy (% r/r),Produkt potencjalny (% r/r),Luka popytowa (% PKB potencjalnego),"Indeks cen surowców rolnych (USD; 2010=1,00)","Indeks cen surowców energetycznych (USD; 2010=1,00)",Poziom cen za granicą (% r/r),PKB za granicą (% r/r),Saldo rachunku bieżącego i rachunku kapitałowego (% PKB),WIBOR 3M (%)
2008-04-24,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-04-25,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-04-28,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-04-29,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-04-30,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-01,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-02,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-05,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-06,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-07,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-08,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-09,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-12,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-13,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-14,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-15,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-16,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-19,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-20,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-21,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-22,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-23,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-26,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-27,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-28,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-29,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-05-30,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-02,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-03,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-04,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-05,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-06,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-09,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-10,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-11,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-12,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-13,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-16,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-17,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-18,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-19,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-20,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-23,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-24,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-25,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-26,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-27,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-06-30,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-01,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-02,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-03,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-04,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-07,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-08,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-09,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-10,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-11,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-14,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-15,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-16,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-17,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-18,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-21,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-22,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-23,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-24,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-25,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-28,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-29,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-30,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-07-31,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-01,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-04,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-05,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-06,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-07,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-08,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-11,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-12,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-13,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-14,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-15,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-18,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-19,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-20,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-21,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-22,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-25,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-26,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-27,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-28,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-08-29,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-01,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-02,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-03,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-04,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-05,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-08,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-09,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-10,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-11,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-12,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-15,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-16,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-17,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-18,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-19,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-22,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-23,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-24,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-25,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-26,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-29,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-09-30,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
2008-10-01,4.3,6.3,8.8,2.4,5.1,5.5,4.8,0.2,13.1,-0.6,9.3,9.9,10.5,0.8,7.8,10.6,54.3,4.3,4.7,7.2,0.0,1.24,2.16,2.6,1.3,-3.4,6.35
